review_id,order_id,product_id,user_id,rating,review_text,review_date
R00030319,O00013929,P000127,U000416,2,Fast shipping and good packaging.,2025-06-27T14:47:47.967659
R00017409,O00008038,P000586,U002951,4,"Excellent product, will buy again.",2024-03-07T04:31:45.295156
R00024844,O00011459,P001668,U002722,5,"Excellent product, will buy again.",2024-04-14T00:02:09.748179
R00000510,O00000227,P000832,U002657,4,Value for money.,2024-08-07T08:55:33.753210
R00039855,O00018281,P001976,U008356,4,Highly recommend this brand.,2025-06-08T03:52:33.850918
R00000140,O00000059,P000751,U004843,5,"Excellent product, will buy again.",2024-03-26T01:42:18.198172
R00024908,O00011496,P001387,U006088,4,Value for money.,2024-12-07T09:40:22.664685
R00006249,O00002827,P000094,U008710,3,Highly recommend this brand.,2025-07-09T09:05:22.981397
R00005636,O00002564,P001968,U002390,4,Works perfectly!,2024-06-20T09:58:37.831546
R00039541,O00018130,P001517,U002069,2,"Excellent product, will buy again.",2025-08-23T06:23:31.545690
R00025668,O00011837,P000846,U009054,5,Highly recommend this brand.,2025-01-18T08:57:53.568625
R00005993,O00002714,P000551,U008694,2,Color was different from images.,2024-02-20T11:08:51.283856
R00009892,O00004537,P001200,U005685,3,Customer service was helpful.,2024-04-15T20:29:45.517766
R00029384,O00013506,P001634,U002708,1,Highly recommend this brand.,2024-01-23T20:14:49.945129
R00003665,O00001658,P001075,U002128,3,Color was different from images.,2025-04-05T06:45:17.299921
R00033296,O00015290,P000546,U000514,4,Customer service was helpful.,2025-07-13T09:53:22.376424
R00020329,O00009394,P000750,U006025,2,Fast shipping and good packaging.,2025-03-19T05:57:07.583508
R00013784,O00006348,P000088,U007812,3,Decent product for the price.,2024-01-23T21:10:32.139003
R00034425,O00015805,P001857,U005050,4,"Excellent product, will buy again.",2025-02-05T01:47:00.554094
R00003371,O00001526,P000418,U008825,3,Works perfectly!,2025-07-06T04:06:08.653795
R00014052,O00006468,P000089,U001036,2,"Not as expected, quality is poor.",2025-09-29T15:56:53.872949
R00042069,O00019311,P000179,U002780,3,Item arrived damaged.,2024-11-08T07:15:17.850075
R00043112,O00019823,P000475,U001611,3,Works perfectly!,2025-07-31T06:00:12.960228
R00038412,O00017607,P000587,U004779,5,Fast shipping and good packaging.,2024-06-03T19:09:09.051903
R00026795,O00012330,P001083,U002518,5,Decent product for the price.,2025-06-19T06:13:33.501903
R00031866,O00014633,P000033,U002937,2,Color was different from images.,2025-06-03T16:22:48.422316
R00006925,O00003133,P001694,U006380,4,Customer service was helpful.,2025-09-18T03:57:20.036161
R00004621,O00002102,P000939,U008770,2,"Excellent product, will buy again.",2024-09-30T14:30:11.140810
R00031330,O00014388,P001864,U004700,3,"Not as expected, quality is poor.",2025-04-22T08:11:31.069404
R00032957,O00015130,P001888,U005391,4,Color was different from images.,2024-05-01T02:17:28.269002
R00035305,O00016213,P000316,U004769,4,Decent product for the price.,2024-09-11T14:44:22.361018
R00000240,O00000102,P001314,U000795,2,"Not as expected, quality is poor.",2024-09-16T01:56:40.963577
R00009678,O00004454,P000855,U009060,4,Value for money.,2025-03-19T21:26:33.972045
R00018674,O00008626,P001243,U005407,4,"Excellent product, will buy again.",2025-04-30T13:05:05.077932
R00023689,O00010926,P001865,U006673,5,Highly recommend this brand.,2025-09-01T18:05:21.330730
R00014259,O00006562,P000784,U002130,5,Works perfectly!,2024-03-28T15:10:47.462140
R00036004,O00016537,P001314,U002355,4,"Excellent product, will buy again.",2024-05-02T16:51:09.959440
R00013548,O00006235,P001406,U005680,5,"Excellent product, will buy again.",2024-09-24T02:41:04.274487
R00003224,O00001457,P001667,U008080,3,"Excellent product, will buy again.",2025-04-05T06:20:28.237195
R00026691,O00012284,P001028,U000486,2,Color was different from images.,2024-06-18T19:51:10.804225
R00029560,O00013585,P000345,U002910,4,Customer service was helpful.,2024-08-21T07:21:06.655876
R00011432,O00005262,P001015,U001252,3,Customer service was helpful.,2024-09-29T04:27:15.992105
R00002992,O00001366,P000955,U001292,4,"Not as expected, quality is poor.",2024-12-19T07:57:54.041160
R00029358,O00013498,P001557,U009819,3,Works perfectly!,2024-11-20T17:14:19.002470
R00024251,O00011191,P001154,U003653,5,Works perfectly!,2024-10-27T19:10:18.186808
R00005181,O00002357,P001635,U009254,4,Decent product for the price.,2024-06-18T00:27:52.307738
R00013290,O00006113,P001477,U000245,4,Works perfectly!,2024-10-17T03:37:22.755274
R00040658,O00018639,P000163,U001679,1,Customer service was helpful.,2025-03-31T13:12:21.364522
R00006829,O00003093,P001714,U009641,5,Fast shipping and good packaging.,2024-10-04T02:53:10.379384
R00017304,O00007991,P000404,U005485,3,Customer service was helpful.,2025-04-20T02:04:01.620496
R00035068,O00016105,P001349,U001067,4,Value for money.,2024-07-12T07:40:09.237834
R00012127,O00005572,P000485,U001394,5,Value for money.,2025-03-19T12:07:40.203363
R00029629,O00013615,P001539,U008674,4,Item arrived damaged.,2025-11-04T18:51:33.996628
R00036949,O00016954,P000782,U006743,3,Item arrived damaged.,2025-09-18T03:57:35.077464
R00018424,O00008508,P001672,U003982,4,Works perfectly!,2025-02-23T21:39:09.311749
R00042993,O00019766,P001056,U002609,4,Works perfectly!,2025-03-20T07:24:42.493886
R00022844,O00010546,P001543,U000204,5,Color was different from images.,2024-01-31T12:47:24.518587
R00036212,O00016630,P000118,U005641,2,Works perfectly!,2025-07-04T12:59:33.608763
R00002804,O00001285,P001356,U006323,3,Value for money.,2025-01-17T12:29:00.384896
R00000943,O00000420,P000848,U009528,3,Fast shipping and good packaging.,2025-05-06T04:56:05.286319
R00034865,O00016004,P001626,U008300,3,Value for money.,2025-03-20T02:17:20.437383
R00042385,O00019462,P001844,U005967,3,Value for money.,2025-10-22T04:52:42.219421
R00031676,O00014541,P001145,U004324,3,"Not as expected, quality is poor.",2025-07-02T06:09:20.928181
R00018807,O00008687,P001915,U000772,3,Item arrived damaged.,2025-05-03T08:53:47.043765
R00012988,O00005967,P001771,U007324,5,Decent product for the price.,2025-01-12T11:01:29.912715
R00005710,O00002594,P000028,U008988,5,Customer service was helpful.,2024-05-12T01:27:02.960229
R00041234,O00018916,P000280,U009494,4,Item arrived damaged.,2024-12-31T15:28:48.096513
R00027832,O00012799,P000950,U002695,4,Item arrived damaged.,2024-03-10T01:00:29.097400
R00027432,O00012620,P000767,U008533,4,"Not as expected, quality is poor.",2025-03-29T01:10:43.068921
R00009394,O00004315,P000368,U003633,5,Fast shipping and good packaging.,2024-04-01T20:55:47.225550
R00024223,O00011180,P000440,U008209,3,Customer service was helpful.,2024-11-06T15:37:12.766542
R00002210,O00001024,P001784,U003795,4,Customer service was helpful.,2024-05-07T13:01:53.922993
R00003087,O00001403,P001630,U003747,2,Customer service was helpful.,2024-06-06T21:26:35.467132
R00029276,O00013460,P000178,U008525,3,Works perfectly!,2024-11-25T05:26:25.196775
R00026114,O00012025,P001484,U007321,3,"Not as expected, quality is poor.",2025-01-27T00:44:02.274118
R00009221,O00004231,P001276,U006686,3,Highly recommend this brand.,2024-02-04T20:38:04.096009
R00003336,O00001511,P000643,U003843,4,Color was different from images.,2025-03-01T10:53:58.974611
R00003741,O00001693,P000437,U008104,2,Customer service was helpful.,2025-02-19T20:15:27.593974
R00009655,O00004445,P001868,U002934,2,Customer service was helpful.,2024-12-31T11:39:32.046654
R00026385,O00012158,P001928,U008534,3,Fast shipping and good packaging.,2025-06-15T16:19:19.850323
R00027477,O00012637,P001092,U003408,4,Fast shipping and good packaging.,2024-06-02T04:04:55.303098
R00021264,O00009824,P001102,U006874,1,"Excellent product, will buy again.",2024-04-05T11:02:53.900205
R00024040,O00011089,P001121,U008213,2,Fast shipping and good packaging.,2025-06-23T00:45:52.089171
R00010392,O00004779,P001101,U006620,3,Decent product for the price.,2025-01-12T08:12:12.926199
R00032794,O00015049,P000766,U008480,2,"Not as expected, quality is poor.",2024-06-21T03:49:27.627873
R00025938,O00011956,P000492,U008452,4,Works perfectly!,2024-01-31T05:58:14.080384
R00038170,O00017504,P000855,U003468,3,Color was different from images.,2025-10-27T06:46:18.201712
R00021929,O00010130,P001911,U006848,5,Customer service was helpful.,2024-05-21T11:18:00.360147
R00030164,O00013859,P000883,U003610,4,Works perfectly!,2024-11-13T13:48:08.413764
R00040629,O00018627,P001266,U004015,4,Customer service was helpful.,2025-10-02T15:48:31.797953
R00023616,O00010892,P001357,U001885,5,"Excellent product, will buy again.",2024-07-21T03:56:04.614075
R00036154,O00016604,P001410,U000104,3,Highly recommend this brand.,2025-05-13T07:48:12.581056
R00032984,O00015142,P001804,U007535,3,"Excellent product, will buy again.",2024-10-21T03:50:34.189952
R00013733,O00006323,P001940,U001586,3,Works perfectly!,2025-10-07T10:05:44.515985
R00025818,O00011899,P001745,U003868,1,Color was different from images.,2025-09-27T07:51:20.130857
R00025816,O00011899,P001421,U003868,5,Customer service was helpful.,2025-03-17T19:22:48.485236
R00005899,O00002674,P000990,U002495,4,Works perfectly!,2024-08-06T07:23:05.291805
R00034390,O00015792,P001176,U009034,5,"Not as expected, quality is poor.",2025-01-08T00:29:39.648007
R00036342,O00016693,P001519,U000456,4,"Excellent product, will buy again.",2025-07-03T11:36:24.795471
R00009787,O00004497,P001509,U004751,4,Color was different from images.,2024-07-17T08:30:47.272910
R00027576,O00012678,P001099,U008288,3,Fast shipping and good packaging.,2024-01-31T23:26:01.324841
R00016806,O00007761,P001266,U007302,5,Color was different from images.,2024-06-13T09:57:10.539806
R00031798,O00014603,P001540,U005769,5,"Not as expected, quality is poor.",2025-10-02T00:06:06.217522
R00042766,O00019650,P000226,U002853,3,"Not as expected, quality is poor.",2025-06-17T02:47:57.609154
R00033060,O00015181,P000923,U001358,2,Value for money.,2025-05-01T17:24:23.029994
R00007101,O00003218,P001134,U007427,4,Decent product for the price.,2024-11-17T12:18:25.969558
R00031809,O00014609,P000682,U005744,4,Highly recommend this brand.,2025-05-31T21:04:19.450961
R00025382,O00011713,P000082,U005128,5,Item arrived damaged.,2024-09-19T03:26:05.764472
R00036654,O00016815,P000887,U002498,2,"Excellent product, will buy again.",2025-02-15T07:58:31.753512
R00031348,O00014394,P000238,U002360,3,Decent product for the price.,2024-06-11T19:34:27.939398
R00032132,O00014754,P001158,U008959,2,"Not as expected, quality is poor.",2025-07-16T13:56:13.959742
R00011453,O00005274,P001003,U000778,3,"Not as expected, quality is poor.",2024-08-25T02:54:14.002120
R00022929,O00010581,P000447,U005314,4,Highly recommend this brand.,2025-01-01T08:13:53.934313
R00041296,O00018946,P001040,U000640,5,Fast shipping and good packaging.,2025-04-12T11:32:24.440214
R00027786,O00012782,P000808,U009648,1,"Excellent product, will buy again.",2025-07-02T01:53:38.220215
R00020110,O00009295,P000854,U003319,3,Color was different from images.,2024-12-04T07:45:34.514191
R00023684,O00010924,P000743,U009920,1,Customer service was helpful.,2025-04-09T07:39:24.194743
R00040361,O00018499,P000298,U003241,3,Customer service was helpful.,2025-06-28T20:47:31.230405
R00008155,O00003730,P001340,U009659,2,Fast shipping and good packaging.,2025-08-04T08:48:50.333984
R00039936,O00018318,P000826,U009462,4,Decent product for the price.,2024-12-01T05:35:35.648885
R00011570,O00005324,P000912,U000004,2,Value for money.,2024-02-04T00:17:08.572023
R00013131,O00006031,P000775,U002530,5,"Not as expected, quality is poor.",2025-10-20T12:43:11.823937
R00038663,O00017716,P001023,U002426,4,Item arrived damaged.,2024-04-15T06:18:34.851566
R00034975,O00016060,P000525,U007525,4,Works perfectly!,2025-05-12T00:31:29.274432
R00025588,O00011802,P000507,U005644,1,Value for money.,2024-07-18T07:51:02.362553
R00005885,O00002668,P001003,U005608,5,Decent product for the price.,2024-04-25T11:31:13.586540
R00001019,O00000456,P001697,U006551,5,Highly recommend this brand.,2024-08-07T13:10:31.456459
R00034896,O00016019,P001828,U003507,2,Decent product for the price.,2024-11-13T20:40:49.287236
R00031847,O00014624,P000114,U008004,3,Customer service was helpful.,2024-08-19T01:00:54.136385
R00010832,O00004987,P001122,U007746,3,Customer service was helpful.,2025-07-30T22:14:39.198869
R00001003,O00000449,P000555,U007270,4,Customer service was helpful.,2024-03-11T10:31:46.295559
R00030123,O00013841,P001229,U000611,2,Customer service was helpful.,2024-04-06T13:06:41.561273
R00027061,O00012444,P001479,U003581,3,Color was different from images.,2024-02-14T01:31:01.736675
R00007758,O00003537,P001698,U003270,5,Value for money.,2025-05-04T00:56:45.175377
R00034878,O00016010,P000936,U001814,1,Decent product for the price.,2025-01-25T19:05:06.090309
R00022348,O00010321,P001641,U006934,4,Customer service was helpful.,2025-10-18T17:09:09.819790
R00001875,O00000861,P000494,U000642,3,Fast shipping and good packaging.,2025-06-09T17:59:10.065194
R00038894,O00017826,P001622,U005014,1,"Excellent product, will buy again.",2024-09-11T04:56:54.552097
R00016390,O00007567,P000834,U000017,4,Value for money.,2025-08-28T01:11:02.194843
R00029303,O00013470,P000481,U004464,2,Decent product for the price.,2024-08-20T19:45:13.002680
R00007557,O00003440,P000240,U009220,5,Item arrived damaged.,2024-03-02T03:13:27.676205
R00030257,O00013902,P000041,U009905,2,"Excellent product, will buy again.",2024-06-21T16:39:08.522801
R00030181,O00013866,P000548,U001382,5,Works perfectly!,2024-07-13T22:27:28.671793
R00033914,O00015571,P001861,U003028,2,Value for money.,2024-01-28T21:17:03.343961
R00038426,O00017613,P000538,U005003,1,"Not as expected, quality is poor.",2024-01-31T07:29:00.848498
R00009779,O00004495,P000084,U000482,4,Decent product for the price.,2024-03-14T03:18:16.388746
R00038107,O00017475,P000585,U003274,3,Works perfectly!,2024-11-28T13:55:16.394609
R00017971,O00008309,P001022,U003604,5,"Excellent product, will buy again.",2025-02-04T02:17:06.256800
R00028984,O00013337,P000564,U004683,4,Works perfectly!,2025-03-05T05:22:37.496071
R00006643,O00003010,P001652,U004526,2,Color was different from images.,2025-11-01T16:45:40.438446
R00022870,O00010557,P000955,U000525,4,"Excellent product, will buy again.",2024-04-11T11:16:21.482496
R00016630,O00007680,P001692,U002699,5,Decent product for the price.,2024-03-17T00:27:32.437212
R00039399,O00018065,P001384,U000269,3,Fast shipping and good packaging.,2025-09-11T05:17:05.324388
R00033276,O00015282,P001630,U008037,5,"Not as expected, quality is poor.",2025-06-19T10:28:30.571997
R00033690,O00015473,P001905,U001287,4,Customer service was helpful.,2024-05-22T21:13:59.974434
R00041983,O00019263,P001502,U004134,3,"Not as expected, quality is poor.",2025-04-17T17:35:24.339024
R00037451,O00017191,P000365,U000835,2,Value for money.,2025-08-04T07:06:24.104566
R00017828,O00008240,P000996,U009196,3,Color was different from images.,2024-12-08T11:25:18.444756
R00001948,O00000898,P000205,U001704,1,"Excellent product, will buy again.",2024-08-19T16:44:41.223522
R00002564,O00001178,P001184,U008745,4,Item arrived damaged.,2024-07-21T03:58:49.189846
R00000090,O00000036,P000903,U009692,5,Decent product for the price.,2025-02-24T02:23:06.749820
R00005681,O00002582,P001190,U002404,5,Works perfectly!,2025-10-09T17:41:01.301223
R00035755,O00016415,P000850,U006124,2,Decent product for the price.,2024-09-03T15:09:37.923705
R00000878,O00000393,P000458,U009235,3,Customer service was helpful.,2025-01-06T02:40:23.319145
R00041724,O00019140,P001197,U008218,2,Color was different from images.,2025-07-02T06:57:51.547029
R00032594,O00014962,P000710,U002739,4,Works perfectly!,2025-07-11T21:28:53.327757
R00028473,O00013098,P000535,U008214,3,Item arrived damaged.,2025-04-03T13:08:38.100028
R00011645,O00005362,P000210,U008134,3,Customer service was helpful.,2024-05-05T23:58:44.923308
R00025258,O00011658,P001565,U009365,3,Decent product for the price.,2024-01-31T09:06:38.575714
R00015374,O00007088,P001317,U001045,4,"Not as expected, quality is poor.",2025-05-16T19:47:35.455818
R00029098,O00013390,P000167,U005969,3,Decent product for the price.,2025-06-23T19:46:08.322148
R00032782,O00015044,P001441,U007890,3,Item arrived damaged.,2025-06-11T04:40:49.339558
R00026625,O00012259,P000138,U008096,5,Item arrived damaged.,2025-05-21T20:26:39.921733
R00038140,O00017490,P001420,U000484,3,"Excellent product, will buy again.",2024-01-13T03:53:36.804807
R00030570,O00014044,P000088,U001989,5,Customer service was helpful.,2024-07-26T07:57:13.922885
R00006551,O00002968,P000327,U008434,5,Fast shipping and good packaging.,2025-11-09T02:11:20.485328
R00037876,O00017376,P000350,U004856,4,Decent product for the price.,2024-07-24T17:50:38.853429
R00010694,O00004919,P001423,U000834,3,Color was different from images.,2024-04-15T21:16:07.327485
R00040206,O00018433,P000068,U008124,3,Works perfectly!,2024-05-05T21:45:21.641341
R00028226,O00012983,P001247,U004802,5,Item arrived damaged.,2025-03-23T00:56:13.161361
R00039028,O00017886,P001678,U007890,5,Highly recommend this brand.,2025-06-28T23:49:45.288067
R00029675,O00013634,P000208,U008883,3,"Not as expected, quality is poor.",2024-03-03T16:22:35.973969
R00036034,O00016550,P000606,U009371,5,Customer service was helpful.,2024-11-03T05:19:14.894600
R00041899,O00019227,P001501,U006221,4,Value for money.,2025-05-03T16:15:21.727403
R00024174,O00011155,P001337,U005967,3,Highly recommend this brand.,2024-01-22T03:08:11.732408
R00023626,O00010896,P001770,U008733,3,"Excellent product, will buy again.",2024-03-01T14:18:35.493589
R00038080,O00017462,P001549,U001581,3,Works perfectly!,2024-04-23T01:12:21.815231
R00036028,O00016549,P000618,U006907,5,Item arrived damaged.,2025-02-26T02:41:30.334960
R00003018,O00001373,P000141,U003221,4,Decent product for the price.,2025-05-17T03:22:37.490655
R00039784,O00018248,P001858,U008289,4,Highly recommend this brand.,2024-09-16T12:38:58.541016
R00019833,O00009172,P000978,U002500,2,Item arrived damaged.,2025-06-09T11:19:06.479820
R00043285,O00019900,P000422,U008516,4,Decent product for the price.,2024-12-28T19:56:43.592774
R00015380,O00007093,P001734,U006486,4,Highly recommend this brand.,2024-04-26T23:04:11.939595
R00033973,O00015596,P001825,U003383,3,"Excellent product, will buy again.",2025-07-19T07:33:45.479742
R00001639,O00000750,P001392,U005505,3,Works perfectly!,2025-03-08T05:13:27.735262
R00042644,O00019592,P000871,U003593,4,Color was different from images.,2024-11-17T23:02:28.205218
R00026151,O00012047,P000082,U001297,3,Color was different from images.,2024-05-13T19:43:38.458754
R00005576,O00002541,P001044,U006441,4,Value for money.,2024-11-04T12:08:44.817956
R00017706,O00008184,P001537,U003424,4,Fast shipping and good packaging.,2025-03-02T10:42:19.031440
R00005049,O00002304,P001863,U008531,5,"Excellent product, will buy again.",2024-05-26T11:53:10.915414
R00012181,O00005598,P001050,U001948,5,"Excellent product, will buy again.",2025-11-12T14:35:14.063129
R00042169,O00019357,P001014,U004595,5,Works perfectly!,2025-09-20T00:23:05.347442
R00003106,O00001412,P001519,U007435,2,Color was different from images.,2024-03-15T08:24:15.342627
R00036563,O00016785,P000068,U005335,2,"Excellent product, will buy again.",2024-02-04T08:33:30.347742
R00026900,O00012372,P000392,U002950,3,Customer service was helpful.,2025-01-16T10:26:30.269128
R00033493,O00015383,P001235,U000846,1,Item arrived damaged.,2025-08-10T21:37:06.974267
R00035555,O00016329,P000054,U003125,3,Item arrived damaged.,2025-11-10T00:13:17.965025
R00026918,O00012378,P001038,U003840,3,Color was different from images.,2024-01-20T11:26:05.241377
R00032104,O00014740,P001805,U001254,4,"Not as expected, quality is poor.",2024-04-10T05:01:08.638898
R00024490,O00011302,P001164,U003160,4,Works perfectly!,2024-05-21T08:40:31.755083
R00025909,O00011943,P000235,U009674,4,"Excellent product, will buy again.",2024-07-06T15:37:57.287190
R00033085,O00015194,P000105,U004008,4,"Not as expected, quality is poor.",2024-10-16T05:33:52.617494
R00024673,O00011382,P001228,U005342,4,Value for money.,2024-03-23T11:35:34.585040
R00019496,O00009016,P001961,U001955,5,Fast shipping and good packaging.,2025-10-12T03:33:54.549446
R00023053,O00010637,P001103,U007307,5,Works perfectly!,2024-03-27T20:27:59.331112
R00022766,O00010512,P000383,U008089,2,"Excellent product, will buy again.",2024-09-24T07:29:18.160687
R00042867,O00019703,P001033,U008308,5,Color was different from images.,2024-06-02T03:24:43.647037
R00012782,O00005867,P000236,U001678,3,Color was different from images.,2024-08-29T10:20:05.795834
R00002662,O00001224,P001040,U000655,4,Works perfectly!,2024-03-25T03:02:03.973134
R00028741,O00013221,P000928,U008107,4,Color was different from images.,2025-06-13T19:49:18.131527
R00013011,O00005979,P001126,U008256,1,Color was different from images.,2024-06-11T14:32:52.921901
R00025570,O00011794,P000065,U006806,5,"Excellent product, will buy again.",2025-07-09T07:42:14.549849
R00040119,O00018394,P001384,U004442,2,Works perfectly!,2024-12-22T23:56:03.284479
R00016752,O00007739,P000091,U008635,2,"Excellent product, will buy again.",2024-01-19T13:38:06.703616
R00011591,O00005333,P000989,U005052,4,Works perfectly!,2025-10-09T07:08:13.204572
R00008008,O00003667,P000872,U008548,3,Customer service was helpful.,2024-09-23T01:49:54.561390
R00014148,O00006514,P000944,U007798,3,"Excellent product, will buy again.",2024-12-04T08:10:48.046410
R00009315,O00004275,P000167,U001790,4,Decent product for the price.,2024-10-19T08:50:35.920377
R00017959,O00008301,P000731,U001404,4,Works perfectly!,2025-08-27T00:31:57.007584
R00038429,O00017615,P000645,U000545,4,Works perfectly!,2024-03-20T12:53:10.139504
R00026542,O00012227,P001314,U006610,3,Highly recommend this brand.,2025-08-10T12:38:04.323239
R00033259,O00015275,P000955,U002858,4,Color was different from images.,2024-05-23T15:28:31.585284
R00019120,O00008832,P000996,U006956,3,Works perfectly!,2025-05-20T15:13:52.306424
R00033566,O00015423,P001074,U005896,5,Highly recommend this brand.,2025-09-01T16:40:37.025268
R00036794,O00016881,P001937,U001360,1,Decent product for the price.,2025-11-10T22:57:40.367533
R00041383,O00018981,P001374,U000080,2,Customer service was helpful.,2024-04-19T17:42:39.320039
R00017564,O00008113,P001101,U003702,5,Fast shipping and good packaging.,2024-01-27T22:01:09.943231
R00033184,O00015244,P001963,U009778,3,Highly recommend this brand.,2025-05-21T20:55:04.919532
R00029246,O00013449,P001184,U000649,3,Customer service was helpful.,2024-01-08T20:39:48.753466
R00004270,O00001952,P000883,U005570,2,Fast shipping and good packaging.,2024-10-31T20:43:10.304701
R00004419,O00002014,P000438,U007272,4,Customer service was helpful.,2025-01-07T11:04:37.476418
R00013078,O00006006,P001474,U006058,4,"Not as expected, quality is poor.",2025-10-22T21:46:17.756585
R00002345,O00001078,P000980,U007301,2,Customer service was helpful.,2024-12-14T17:38:41.930897
R00027906,O00012833,P000262,U008743,4,Item arrived damaged.,2025-07-28T12:33:02.244963
R00007809,O00003563,P000928,U009868,4,Highly recommend this brand.,2024-02-19T21:47:14.288062
R00001578,O00000713,P000516,U003144,2,Item arrived damaged.,2025-01-21T11:33:50.421656
R00020176,O00009323,P001286,U003920,1,Fast shipping and good packaging.,2024-11-18T13:31:37.545021
R00004429,O00002018,P001457,U001182,5,Highly recommend this brand.,2024-05-12T12:29:27.091376
R00033574,O00015427,P000293,U002862,4,Value for money.,2025-11-12T20:13:02.276520
R00022813,O00010533,P000731,U004013,4,Customer service was helpful.,2024-10-18T04:36:32.960091
R00013731,O00006323,P001676,U001586,3,Customer service was helpful.,2024-05-11T09:16:58.371366
R00018565,O00008572,P000234,U005036,3,"Excellent product, will buy again.",2025-02-10T23:47:46.227928
R00008191,O00003746,P001403,U007598,4,Fast shipping and good packaging.,2024-12-29T00:21:50.457752
R00043366,O00019933,P000065,U005987,3,Works perfectly!,2025-06-10T22:44:54.295222
R00026011,O00011986,P001233,U005511,4,Value for money.,2024-03-19T20:22:40.112507
R00016141,O00007463,P000918,U006741,3,"Not as expected, quality is poor.",2025-07-15T10:58:12.445689
R00030511,O00014016,P000017,U008912,5,Customer service was helpful.,2025-08-10T05:26:20.639532
R00027304,O00012557,P000883,U000927,4,Color was different from images.,2024-05-07T11:00:40.935266
R00042868,O00019704,P001758,U006698,4,"Excellent product, will buy again.",2024-02-05T15:14:33.659648
R00002582,O00001189,P001889,U002455,4,Customer service was helpful.,2024-10-04T04:00:54.372758
R00003681,O00001665,P001324,U004575,5,"Not as expected, quality is poor.",2025-09-24T13:27:45.515014
R00025755,O00011873,P000280,U008313,5,"Excellent product, will buy again.",2024-01-28T16:38:49.947852
R00030421,O00013973,P000884,U004206,4,Value for money.,2024-11-17T17:05:46.489401
R00031153,O00014313,P000071,U007667,3,Highly recommend this brand.,2024-04-01T02:54:20.171027
R00010501,O00004834,P001403,U008091,4,Color was different from images.,2025-01-13T03:01:36.115926
R00008234,O00003765,P001511,U008603,4,Item arrived damaged.,2024-06-02T05:58:37.903615
R00030292,O00013919,P000899,U004044,4,Highly recommend this brand.,2024-03-24T10:14:46.686437
R00006534,O00002956,P000560,U001754,5,"Not as expected, quality is poor.",2025-07-01T19:33:47.946447
R00033997,O00015607,P000534,U007395,3,Item arrived damaged.,2024-05-17T07:49:49.445245
R00024269,O00011198,P001733,U002328,5,Value for money.,2024-11-29T10:13:51.703949
R00005550,O00002530,P001588,U003717,4,Item arrived damaged.,2024-02-06T15:50:57.630756
R00031170,O00014319,P001460,U000078,3,Fast shipping and good packaging.,2024-08-29T00:40:33.417726
R00040688,O00018654,P001160,U008085,3,Value for money.,2025-04-15T11:21:58.973667
R00029334,O00013484,P001877,U009989,5,"Not as expected, quality is poor.",2025-09-26T00:23:02.173191
R00017480,O00008074,P000290,U007638,4,"Not as expected, quality is poor.",2024-10-03T07:40:27.696657
R00024609,O00011357,P000144,U007930,2,"Not as expected, quality is poor.",2025-03-27T04:53:21.694632
R00010496,O00004833,P001330,U008570,1,Customer service was helpful.,2025-11-05T22:51:34.180121
R00001039,O00000465,P001256,U001679,2,"Excellent product, will buy again.",2024-11-23T18:52:42.953758
R00015640,O00007217,P001953,U008215,4,Value for money.,2025-05-19T22:45:08.744526
R00025565,O00011792,P000682,U006768,5,Color was different from images.,2025-05-15T14:03:20.083203
R00014762,O00006804,P001375,U006946,5,Color was different from images.,2024-06-28T17:13:09.921661
R00020464,O00009458,P001905,U009958,3,Value for money.,2024-11-24T14:17:55.120911
R00000558,O00000251,P000953,U008264,3,Fast shipping and good packaging.,2024-08-16T08:46:57.276107
R00014498,O00006681,P000525,U003701,4,Highly recommend this brand.,2025-05-24T08:16:13.066213
R00017992,O00008320,P001506,U003305,3,Highly recommend this brand.,2025-03-28T23:10:58.225800
R00027617,O00012699,P000898,U007253,5,Fast shipping and good packaging.,2025-02-27T13:37:07.462349
R00030849,O00014168,P001048,U004119,3,Decent product for the price.,2025-01-28T21:58:36.622075
R00010784,O00004964,P000851,U003643,1,"Not as expected, quality is poor.",2025-05-04T04:27:01.192875
R00032679,O00015000,P000307,U003485,4,Fast shipping and good packaging.,2024-07-10T02:30:44.735647
R00011539,O00005311,P000382,U002520,3,Fast shipping and good packaging.,2025-06-07T04:16:59.474420
R00031123,O00014299,P000115,U003731,4,"Excellent product, will buy again.",2024-09-28T20:58:49.066589
R00022282,O00010296,P001347,U000717,2,Customer service was helpful.,2025-10-03T01:05:43.378445
R00026155,O00012048,P001249,U007173,5,Decent product for the price.,2024-06-08T14:57:46.798008
R00005889,O00002669,P000341,U008755,2,Fast shipping and good packaging.,2025-05-15T03:34:03.177428
R00028723,O00013213,P000747,U004801,5,"Not as expected, quality is poor.",2024-06-08T19:23:58.855629
R00040786,O00018699,P000795,U000081,5,Item arrived damaged.,2025-03-24T09:30:49.660375
R00028736,O00013220,P001319,U007118,3,Works perfectly!,2025-10-26T19:35:18.156631
R00022427,O00010355,P001775,U002910,4,Value for money.,2024-02-02T00:34:45.714289
R00029758,O00013679,P001490,U006235,3,Fast shipping and good packaging.,2025-09-06T14:27:53.415794
R00024268,O00011198,P000479,U002328,5,Highly recommend this brand.,2025-08-18T13:30:41.191472
R00014677,O00006765,P001432,U005197,2,Decent product for the price.,2025-11-06T00:11:54.167197
R00013877,O00006383,P000930,U004053,1,"Excellent product, will buy again.",2024-01-24T02:58:24.074035
