order_item_id,order_id,product_id,user_id,quantity,item_price,item_total
I00006497,O00002935,P000429,U005358,3,39.0,117.0
I00006498,O00002936,P000967,U004043,1,106.52,106.52
I00006499,O00002937,P000892,U008828,3,67.1,201.3
I00006500,O00002938,P001177,U002861,1,107.38,107.38
I00006501,O00002938,P000857,U002861,2,53.5,107.0
I00006502,O00002939,P000938,U001234,1,83.52,83.52
I00006503,O00002940,P000606,U001270,1,138.24,138.24
I00006504,O00002941,P001700,U007297,1,601.59,601.59
I00006505,O00002941,P000226,U007297,1,118.33,118.33
I00006506,O00002941,P000510,U007297,3,105.34,316.02
I00006507,O00002941,P001142,U007297,2,114.57,229.14
I00006508,O00002942,P000468,U004759,3,36.4,109.2
I00006509,O00002942,P000633,U004759,2,32.11,64.22
I00006510,O00002943,P000396,U009987,1,6.95,6.95
I00006511,O00002943,P000046,U009987,1,19.09,19.09
I00006512,O00002943,P000238,U009987,1,168.05,168.05
I00006513,O00002943,P000838,U009987,1,57.65,57.65
I00006514,O00002944,P000570,U005557,1,108.5,108.5
I00006515,O00002945,P001981,U008834,3,9.92,29.76
I00006516,O00002946,P001803,U005610,1,73.01,73.01
I00006517,O00002946,P001578,U005610,3,111.25,333.75
I00006518,O00002946,P000394,U005610,3,113.67,341.01
I00006519,O00002946,P001932,U005610,1,87.46,87.46
I00006520,O00002947,P000825,U005955,1,23.92,23.92
I00006521,O00002948,P001218,U006435,1,2.48,2.48
I00006522,O00002949,P001337,U006177,2,84.48,168.96
I00006523,O00002950,P001338,U004520,1,54.86,54.86
I00006524,O00002950,P001610,U004520,1,77.46,77.46
I00006525,O00002951,P001879,U001572,1,18.51,18.51
I00006526,O00002951,P000350,U001572,1,241.98,241.98
I00006527,O00002952,P000764,U003195,1,226.24,226.24
I00006528,O00002952,P000175,U003195,1,22.44,22.44
I00006529,O00002953,P001882,U008978,1,1463.26,1463.26
I00006530,O00002954,P000847,U002203,1,165.89,165.89
I00006531,O00002954,P001904,U002203,2,215.5,431.0
I00006532,O00002954,P001924,U002203,1,5.58,5.58
I00006533,O00002955,P000329,U005995,2,106.81,213.62
I00006534,O00002956,P000560,U001754,2,16.86,33.72
I00006535,O00002957,P001890,U001840,1,83.34,83.34
I00006536,O00002958,P001272,U006417,1,123.68,123.68
I00006537,O00002959,P001137,U005183,1,170.53,170.53
I00006538,O00002960,P001323,U008540,1,50.42,50.42
I00006539,O00002960,P000231,U008540,1,178.96,178.96
I00006540,O00002961,P000597,U003276,1,13.5,13.5
I00006541,O00002961,P001404,U003276,1,95.08,95.08
I00006542,O00002962,P000271,U001777,2,117.63,235.26
I00006543,O00002962,P001344,U001777,1,103.47,103.47
I00006544,O00002962,P001897,U001777,1,127.42,127.42
I00006545,O00002963,P001659,U007315,2,20.65,41.3
I00006546,O00002964,P001410,U006002,1,70.68,70.68
I00006547,O00002964,P000068,U006002,3,46.36,139.08
I00006548,O00002965,P000096,U009814,2,53.16,106.32
I00006549,O00002966,P001597,U007827,1,7.37,7.37
I00006550,O00002967,P000019,U002231,2,225.87,451.74
I00006551,O00002968,P000327,U008434,1,98.15,98.15
I00006552,O00002968,P001723,U008434,2,101.97,203.94
I00006553,O00002969,P000722,U001373,1,104.02,104.02
I00006554,O00002969,P001475,U001373,1,651.6,651.6
I00006555,O00002970,P000508,U002735,1,177.88,177.88
I00006556,O00002970,P001426,U002735,1,187.75,187.75
I00006557,O00002970,P001959,U002735,1,120.33,120.33
I00006558,O00002970,P000430,U002735,1,5.35,5.35
I00006559,O00002971,P000529,U007256,1,57.18,57.18
I00006560,O00002972,P000643,U003551,1,105.35,105.35
I00006561,O00002973,P001146,U007069,2,697.07,1394.14
I00006562,O00002974,P001260,U000368,2,337.06,674.12
I00006563,O00002974,P001234,U000368,1,488.59,488.59
I00006564,O00002974,P000408,U000368,1,10.52,10.52
I00006565,O00002974,P001787,U000368,2,160.19,320.38
I00006566,O00002975,P000869,U009896,1,146.17,146.17
I00006567,O00002975,P000238,U009896,1,168.05,168.05
I00006568,O00002976,P000140,U009279,1,20.93,20.93
I00006569,O00002976,P001966,U009279,1,77.21,77.21
I00006570,O00002977,P000422,U008345,1,257.15,257.15
I00006571,O00002977,P000146,U008345,1,15.85,15.85
I00006572,O00002978,P000150,U009556,1,70.84,70.84
I00006573,O00002978,P000454,U009556,2,231.49,462.98
I00006574,O00002978,P000967,U009556,3,106.52,319.56
I00006575,O00002978,P001526,U009556,2,117.09,234.18
I00006576,O00002979,P001854,U009572,1,376.31,376.31
I00006577,O00002979,P001688,U009572,1,59.25,59.25
I00006578,O00002980,P000777,U001173,1,27.19,27.19
I00006579,O00002981,P001006,U009663,1,118.17,118.17
I00006580,O00002982,P001287,U004923,1,126.29,126.29
I00006581,O00002982,P001067,U004923,1,98.53,98.53
I00006582,O00002983,P000936,U009190,1,236.97,236.97
I00006583,O00002983,P001141,U009190,1,363.12,363.12
I00006584,O00002984,P001036,U008095,1,1075.65,1075.65
I00006585,O00002985,P000626,U003387,1,59.97,59.97
I00006586,O00002986,P000102,U006805,1,6.16,6.16
I00006587,O00002986,P001436,U006805,1,63.88,63.88
I00006588,O00002987,P000498,U008761,1,112.79,112.79
I00006589,O00002987,P001451,U008761,1,598.27,598.27
I00006590,O00002987,P000196,U008761,1,11.83,11.83
I00006591,O00002988,P001020,U007702,1,917.59,917.59
I00006592,O00002988,P000704,U007702,2,194.49,388.98
I00006593,O00002988,P001523,U007702,1,6.6,6.6
I00006594,O00002988,P001647,U007702,1,118.8,118.8
I00006595,O00002989,P001577,U006235,1,11.62,11.62
I00006596,O00002989,P001278,U006235,2,1194.94,2389.88
I00006597,O00002989,P000902,U006235,1,42.91,42.91
I00006598,O00002989,P001144,U006235,1,96.51,96.51
I00006599,O00002990,P000925,U001435,1,19.35,19.35
I00006600,O00002990,P000943,U001435,2,111.58,223.16
I00006601,O00002990,P001620,U001435,2,39.96,79.92
I00006602,O00002990,P000077,U001435,1,27.21,27.21
I00006603,O00002991,P001581,U005517,1,225.32,225.32
I00006604,O00002991,P001673,U005517,1,99.78,99.78
I00006605,O00002991,P000084,U005517,1,4.51,4.51
I00006606,O00002992,P001767,U000794,1,254.74,254.74
I00006607,O00002992,P000132,U000794,1,135.87,135.87
I00006608,O00002992,P000251,U000794,1,64.82,64.82
I00006609,O00002992,P001148,U000794,2,51.8,103.6
I00006610,O00002993,P000556,U007771,1,54.93,54.93
I00006611,O00002994,P001425,U001775,2,11.44,22.88
I00006612,O00002994,P000742,U001775,3,3.69,11.07
I00006613,O00002994,P000937,U001775,1,401.3,401.3
I00006614,O00002994,P001694,U001775,1,34.17,34.17
I00006615,O00002995,P001164,U001997,1,18.65,18.65
I00006616,O00002996,P001413,U008424,1,55.76,55.76
I00006617,O00002997,P000264,U006173,1,1006.47,1006.47
I00006618,O00002998,P000894,U002882,1,36.53,36.53
I00006619,O00002999,P001834,U007351,1,32.08,32.08
I00006620,O00002999,P001964,U007351,3,121.56,364.68
I00006621,O00003000,P000498,U008312,1,112.79,112.79
I00006622,O00003000,P001454,U008312,1,178.76,178.76
I00006623,O00003000,P000287,U008312,1,69.34,69.34
I00006624,O00003000,P001646,U008312,1,314.64,314.64
I00006625,O00003001,P001794,U000940,2,576.97,1153.94
I00006626,O00003001,P000285,U000940,2,12.79,25.58
I00006627,O00003002,P001516,U002834,1,104.12,104.12
I00006628,O00003002,P000349,U002834,1,474.22,474.22
I00006629,O00003002,P001471,U002834,1,161.15,161.15
I00006630,O00003003,P000714,U008043,1,22.55,22.55
I00006631,O00003003,P000053,U008043,1,100.81,100.81
I00006632,O00003004,P000666,U009935,1,367.54,367.54
I00006633,O00003005,P000270,U005504,2,44.29,88.58
I00006634,O00003005,P001556,U005504,1,86.48,86.48
I00006635,O00003005,P001293,U005504,2,9.53,19.06
I00006636,O00003005,P001212,U005504,1,49.21,49.21
I00006637,O00003006,P001734,U004043,1,68.37,68.37
I00006638,O00003007,P001601,U004430,1,93.07,93.07
I00006639,O00003007,P000078,U004430,2,344.26,688.52
I00006640,O00003008,P000098,U003285,1,63.31,63.31
I00006641,O00003009,P000968,U002715,3,133.34,400.02
I00006642,O00003009,P000554,U002715,1,157.02,157.02
I00006643,O00003010,P001652,U004526,2,188.49,376.98
I00006644,O00003010,P001010,U004526,1,69.15,69.15
I00006645,O00003010,P001105,U004526,3,17.57,52.71
I00006646,O00003011,P000799,U004886,3,434.67,1304.01
I00006647,O00003012,P000617,U002439,1,45.28,45.28
I00006648,O00003013,P001722,U007303,1,80.1,80.1
I00006649,O00003013,P000380,U007303,2,148.33,296.66
I00006650,O00003013,P000303,U007303,2,1535.55,3071.1
I00006651,O00003014,P001967,U007222,3,18.89,56.67
I00006652,O00003014,P000655,U007222,2,195.39,390.78
I00006653,O00003014,P001285,U007222,1,29.9,29.9
I00006654,O00003015,P001511,U008529,2,52.29,104.58
I00006655,O00003015,P001937,U008529,2,159.29,318.58
I00006656,O00003016,P001271,U009630,1,83.6,83.6
I00006657,O00003016,P000356,U009630,2,67.94,135.88
I00006658,O00003016,P001043,U009630,2,28.05,56.1
I00006659,O00003017,P001481,U006740,1,166.37,166.37
I00006660,O00003018,P001367,U006435,2,283.47,566.94
I00006661,O00003018,P000184,U006435,1,21.38,21.38
I00006662,O00003019,P001350,U001997,1,75.16,75.16
I00006663,O00003019,P001773,U001997,2,12.34,24.68
I00006664,O00003019,P001351,U001997,2,40.72,81.44
I00006665,O00003019,P000297,U001997,1,902.48,902.48
I00006666,O00003020,P000424,U007813,3,439.51,1318.53
I00006667,O00003021,P000236,U008551,2,42.76,85.52
I00006668,O00003021,P001023,U008551,1,93.43,93.43
I00006669,O00003021,P000685,U008551,1,113.14,113.14
I00006670,O00003022,P000224,U006857,1,88.96,88.96
I00006671,O00003023,P000294,U000338,1,543.31,543.31
I00006672,O00003023,P001953,U000338,1,955.5,955.5
I00006673,O00003023,P001794,U000338,2,576.97,1153.94
I00006674,O00003024,P000247,U007016,1,10.2,10.2
I00006675,O00003025,P000538,U001405,1,63.48,63.48
I00006676,O00003026,P001036,U005230,1,1075.65,1075.65
I00006677,O00003026,P000775,U005230,1,69.1,69.1
I00006678,O00003026,P000389,U005230,1,460.66,460.66
I00006679,O00003027,P001599,U003939,1,63.33,63.33
I00006680,O00003028,P000528,U006049,1,29.55,29.55
I00006681,O00003028,P000540,U006049,1,337.8,337.8
I00006682,O00003028,P000093,U006049,1,202.3,202.3
I00006683,O00003029,P000796,U004446,2,26.1,52.2
I00006684,O00003029,P001495,U004446,1,262.79,262.79
I00006685,O00003029,P001600,U004446,2,28.77,57.54
I00006686,O00003029,P000062,U004446,1,52.54,52.54
I00006687,O00003030,P000324,U006255,1,60.11,60.11
I00006688,O00003030,P000169,U006255,1,21.36,21.36
I00006689,O00003030,P001135,U006255,1,82.68,82.68
I00006690,O00003031,P001523,U008581,1,6.6,6.6
I00006691,O00003031,P000302,U008581,3,47.73,143.19
I00006692,O00003031,P001472,U008581,1,40.71,40.71
I00006693,O00003031,P000898,U008581,2,116.26,232.52
I00006694,O00003031,P001655,U008581,1,75.5,75.5
I00006695,O00003031,P001230,U008581,1,12.46,12.46
I00006696,O00003032,P001892,U004135,3,1287.95,3863.85
I00006697,O00003033,P000601,U001288,3,343.78,1031.34
I00006698,O00003033,P001025,U001288,2,270.77,541.54
I00006699,O00003033,P001276,U001288,1,39.32,39.32
I00006700,O00003033,P001219,U001288,1,28.04,28.04
I00006701,O00003034,P000051,U005670,1,840.01,840.01
I00006702,O00003034,P000770,U005670,2,155.4,310.8
I00006703,O00003034,P000292,U005670,1,203.3,203.3
I00006704,O00003034,P001001,U005670,1,25.73,25.73
I00006705,O00003034,P000979,U005670,1,23.87,23.87
I00006706,O00003035,P000797,U008598,1,9.98,9.98
I00006707,O00003035,P001309,U008598,1,52.93,52.93
I00006708,O00003035,P000623,U008598,1,52.95,52.95
I00006709,O00003036,P000593,U008207,2,82.84,165.68
I00006710,O00003036,P000903,U008207,1,85.46,85.46
I00006711,O00003037,P000804,U002067,1,72.33,72.33
I00006712,O00003037,P001718,U002067,1,8.74,8.74
I00006713,O00003038,P001011,U002643,2,48.22,96.44
I00006714,O00003038,P000899,U002643,1,97.78,97.78
I00006715,O00003039,P000789,U000204,2,87.48,174.96
I00006716,O00003039,P001854,U000204,1,376.31,376.31
I00006717,O00003039,P000990,U000204,1,66.52,66.52
I00006718,O00003040,P001468,U001490,1,212.1,212.1
I00006719,O00003040,P001579,U001490,1,124.87,124.87
I00006720,O00003040,P000545,U001490,1,55.49,55.49
I00006721,O00003041,P001028,U006830,1,150.45,150.45
I00006722,O00003041,P000600,U006830,2,93.51,187.02
I00006723,O00003042,P000477,U007385,1,55.28,55.28
I00006724,O00003043,P001115,U000203,1,16.35,16.35
I00006725,O00003043,P001108,U000203,2,12.42,24.84
I00006726,O00003043,P001559,U000203,1,42.48,42.48
I00006727,O00003044,P001267,U001239,3,112.28,336.84
I00006728,O00003045,P000647,U002494,1,26.05,26.05
I00006729,O00003046,P000189,U001833,1,4.19,4.19
I00006730,O00003046,P001739,U001833,1,738.47,738.47
I00006731,O00003047,P000152,U005164,1,299.66,299.66
I00006732,O00003047,P001174,U005164,1,30.81,30.81
I00006733,O00003047,P001455,U005164,2,91.33,182.66
I00006734,O00003047,P000223,U005164,1,56.92,56.92
I00006735,O00003048,P000193,U006074,1,794.73,794.73
I00006736,O00003048,P000713,U006074,3,31.39,94.17
I00006737,O00003049,P000869,U006055,2,146.17,292.34
I00006738,O00003050,P000318,U008338,1,91.92,91.92
I00006739,O00003050,P001546,U008338,1,100.3,100.3
I00006740,O00003051,P001838,U002757,1,331.98,331.98
I00006741,O00003052,P001459,U002318,1,30.01,30.01
I00006742,O00003053,P000001,U008898,1,157.89,157.89
I00006743,O00003053,P000394,U008898,1,113.67,113.67
I00006744,O00003053,P001799,U008898,2,20.77,41.54
I00006745,O00003054,P000391,U005989,1,74.41,74.41
I00006746,O00003055,P001093,U002794,1,21.91,21.91
I00006747,O00003056,P000472,U009199,3,40.79,122.37
I00006748,O00003056,P000529,U009199,1,57.18,57.18
I00006749,O00003056,P000933,U009199,1,167.45,167.45
I00006750,O00003057,P001589,U000084,2,175.72,351.44
I00006751,O00003057,P000446,U000084,2,68.43,136.86
I00006752,O00003058,P001187,U005161,1,17.65,17.65
I00006753,O00003058,P000932,U005161,1,96.95,96.95
I00006754,O00003059,P000989,U009900,3,16.74,50.22
I00006755,O00003059,P000065,U009900,2,32.09,64.18
I00006756,O00003059,P000445,U009900,2,11.9,23.8
I00006757,O00003060,P001229,U005952,1,1477.45,1477.45
I00006758,O00003060,P001938,U005952,1,8.05,8.05
I00006759,O00003060,P001112,U005952,1,22.26,22.26
I00006760,O00003061,P001420,U004866,1,114.66,114.66
I00006761,O00003062,P001184,U004444,1,64.63,64.63
I00006762,O00003063,P001538,U004027,1,72.49,72.49
I00006763,O00003064,P001316,U004378,2,1077.43,2154.86
I00006764,O00003064,P001355,U004378,3,62.74,188.22
I00006765,O00003064,P001097,U004378,2,223.08,446.16
I00006766,O00003064,P000543,U004378,1,115.63,115.63
I00006767,O00003064,P000925,U004378,1,19.35,19.35
I00006768,O00003065,P001209,U007787,1,8.24,8.24
I00006769,O00003065,P001061,U007787,1,297.23,297.23
I00006770,O00003066,P001149,U004111,3,247.43,742.29
I00006771,O00003066,P001201,U004111,3,37.71,113.13
I00006772,O00003067,P001284,U002146,1,153.71,153.71
I00006773,O00003068,P001590,U002157,2,11.57,23.14
I00006774,O00003068,P000383,U002157,1,26.27,26.27
I00006775,O00003068,P001750,U002157,1,61.35,61.35
I00006776,O00003068,P000832,U002157,1,8.06,8.06
I00006777,O00003069,P000814,U008264,1,680.15,680.15
I00006778,O00003069,P001175,U008264,1,22.4,22.4
I00006779,O00003070,P001873,U005706,1,413.11,413.11
I00006780,O00003070,P000323,U005706,1,694.32,694.32
I00006781,O00003070,P001262,U005706,1,229.68,229.68
I00006782,O00003070,P000104,U005706,1,40.38,40.38
I00006783,O00003070,P000659,U005706,1,501.37,501.37
I00006784,O00003071,P000727,U004892,1,133.58,133.58
I00006785,O00003072,P000149,U001201,1,323.14,323.14
I00006786,O00003072,P001208,U001201,2,600.89,1201.78
I00006787,O00003073,P000744,U003159,2,88.68,177.36
I00006788,O00003074,P000669,U005997,3,36.42,109.26
I00006789,O00003075,P001226,U009829,1,188.55,188.55
I00006790,O00003075,P001404,U009829,1,95.08,95.08
I00006791,O00003075,P001051,U009829,1,472.13,472.13
I00006792,O00003076,P000597,U009525,1,13.5,13.5
I00006793,O00003076,P000045,U009525,1,36.34,36.34
I00006794,O00003076,P001464,U009525,1,28.37,28.37
I00006795,O00003076,P001611,U009525,1,1028.88,1028.88
I00006796,O00003076,P000164,U009525,1,60.85,60.85
I00006797,O00003077,P000417,U004264,1,218.42,218.42
I00006798,O00003077,P001697,U004264,1,20.71,20.71
I00006799,O00003078,P000846,U009876,2,226.36,452.72
I00006800,O00003078,P001457,U009876,1,58.83,58.83
I00006801,O00003078,P001039,U009876,1,5.98,5.98
I00006802,O00003079,P000118,U007386,1,13.13,13.13
I00006803,O00003079,P001462,U007386,1,951.69,951.69
I00006804,O00003080,P000236,U001311,1,42.76,42.76
I00006805,O00003080,P001098,U001311,1,15.26,15.26
I00006806,O00003081,P001605,U000407,2,492.64,985.28
I00006807,O00003082,P001290,U006004,1,108.57,108.57
I00006808,O00003082,P001887,U006004,1,10.47,10.47
I00006809,O00003083,P000664,U007538,1,675.42,675.42
I00006810,O00003084,P000964,U009071,3,32.78,98.34
I00006811,O00003084,P000055,U009071,1,949.73,949.73
I00006812,O00003084,P001644,U009071,1,157.79,157.79
I00006813,O00003085,P001010,U006399,1,69.15,69.15
I00006814,O00003085,P001634,U006399,2,372.7,745.4
I00006815,O00003086,P000838,U003511,2,57.65,115.3
I00006816,O00003086,P000071,U003511,1,138.82,138.82
I00006817,O00003087,P001466,U005723,1,104.54,104.54
I00006818,O00003087,P000828,U005723,1,8.6,8.6
I00006819,O00003087,P001724,U005723,1,846.61,846.61
I00006820,O00003088,P000112,U002888,1,65.21,65.21
I00006821,O00003089,P000203,U004531,1,31.08,31.08
I00006822,O00003089,P001152,U004531,1,79.18,79.18
I00006823,O00003089,P001688,U004531,1,59.25,59.25
I00006824,O00003090,P000613,U000577,1,300.24,300.24
I00006825,O00003091,P000585,U004238,1,44.29,44.29
I00006826,O00003092,P000921,U008452,1,47.82,47.82
I00006827,O00003092,P001491,U008452,2,153.2,306.4
I00006828,O00003092,P001851,U008452,1,9.25,9.25
I00006829,O00003093,P001714,U009641,1,303.15,303.15
I00006830,O00003093,P000926,U009641,3,19.4,58.2
I00006831,O00003094,P000449,U008850,1,18.64,18.64
I00006832,O00003094,P001577,U008850,1,11.62,11.62
I00006833,O00003095,P000629,U009830,1,210.39,210.39
I00006834,O00003095,P001562,U009830,1,184.98,184.98
I00006835,O00003095,P000269,U009830,1,74.5,74.5
I00006836,O00003096,P000139,U003239,1,335.61,335.61
I00006837,O00003097,P001205,U002117,1,393.93,393.93
I00006838,O00003097,P001995,U002117,1,51.75,51.75
I00006839,O00003097,P001478,U002117,1,109.35,109.35
I00006840,O00003098,P000607,U004619,1,9.32,9.32
I00006841,O00003099,P001410,U002076,2,70.68,141.36
I00006842,O00003099,P001163,U002076,1,103.97,103.97
I00006843,O00003099,P001662,U002076,1,25.06,25.06
I00006844,O00003099,P001581,U002076,1,225.32,225.32
I00006845,O00003099,P000360,U002076,3,59.31,177.93
I00006846,O00003100,P001584,U002189,1,1.21,1.21
I00006847,O00003100,P000208,U002189,1,826.18,826.18
I00006848,O00003101,P000817,U003565,1,134.54,134.54
I00006849,O00003101,P000575,U003565,1,338.0,338.0
I00006850,O00003101,P000877,U003565,1,24.09,24.09
I00006851,O00003101,P000184,U003565,2,21.38,42.76
I00006852,O00003101,P000443,U003565,1,61.6,61.6
I00006853,O00003102,P001915,U008652,2,2.41,4.82
I00006854,O00003102,P001349,U008652,2,84.98,169.96
I00006855,O00003102,P000632,U008652,3,874.11,2622.33
I00006856,O00003103,P000040,U007434,1,350.41,350.41
I00006857,O00003103,P001373,U007434,1,815.01,815.01
I00006858,O00003103,P000323,U007434,1,694.32,694.32
I00006859,O00003104,P000539,U007531,1,45.11,45.11
I00006860,O00003104,P000956,U007531,1,61.9,61.9
I00006861,O00003105,P001348,U000358,1,54.01,54.01
I00006862,O00003105,P001554,U000358,2,43.35,86.7
I00006863,O00003105,P001054,U000358,1,24.61,24.61
I00006864,O00003106,P001043,U003602,1,28.05,28.05
I00006865,O00003106,P000626,U003602,1,59.97,59.97
I00006866,O00003106,P000508,U003602,1,177.88,177.88
I00006867,O00003106,P001278,U003602,1,1194.94,1194.94
I00006868,O00003107,P001044,U001279,1,90.82,90.82
I00006869,O00003108,P000039,U008774,3,33.41,100.23
I00006870,O00003108,P000948,U008774,2,21.02,42.04
I00006871,O00003108,P001081,U008774,1,985.35,985.35
I00006872,O00003108,P000547,U008774,2,207.26,414.52
I00006873,O00003108,P001895,U008774,1,418.78,418.78
I00006874,O00003109,P000061,U000734,1,369.87,369.87
I00006875,O00003110,P001201,U003565,1,37.71,37.71
I00006876,O00003110,P000552,U003565,1,190.22,190.22
I00006877,O00003111,P000925,U004083,1,19.35,19.35
I00006878,O00003111,P000478,U004083,2,199.79,399.58
I00006879,O00003112,P000305,U008182,2,295.31,590.62
I00006880,O00003113,P000654,U002170,1,20.06,20.06
I00006881,O00003113,P000280,U002170,1,23.41,23.41
I00006882,O00003113,P000309,U002170,1,10.7,10.7
I00006883,O00003114,P001216,U009200,1,7.42,7.42
I00006884,O00003114,P000949,U009200,1,19.68,19.68
I00006885,O00003114,P000530,U009200,1,182.23,182.23
I00006886,O00003115,P001390,U002215,1,293.83,293.83
I00006887,O00003115,P001212,U002215,1,49.21,49.21
I00006888,O00003115,P000808,U002215,1,125.02,125.02
I00006889,O00003115,P001703,U002215,1,165.03,165.03
I00006890,O00003116,P001447,U003447,2,26.07,52.14
I00006891,O00003117,P001418,U009142,1,3.45,3.45
I00006892,O00003117,P000506,U009142,1,75.86,75.86
I00006893,O00003117,P001814,U009142,1,566.53,566.53
I00006894,O00003117,P000882,U009142,3,215.65,646.95
I00006895,O00003118,P001279,U003782,1,64.27,64.27
I00006896,O00003118,P000960,U003782,2,9.31,18.62
I00006897,O00003118,P000058,U003782,1,788.21,788.21
I00006898,O00003118,P000619,U003782,3,279.09,837.27
I00006899,O00003119,P000104,U000044,1,40.38,40.38
I00006900,O00003119,P001162,U000044,1,99.26,99.26
I00006901,O00003120,P000707,U007077,2,26.0,52.0
I00006902,O00003121,P000065,U004617,1,32.09,32.09
I00006903,O00003121,P001207,U004617,3,28.52,85.56
I00006904,O00003121,P000183,U004617,1,3.37,3.37
I00006905,O00003122,P000115,U007766,1,28.99,28.99
I00006906,O00003122,P001574,U007766,1,53.16,53.16
I00006907,O00003123,P000629,U001805,2,210.39,420.78
I00006908,O00003124,P000139,U001200,1,335.61,335.61
I00006909,O00003124,P001857,U001200,1,92.99,92.99
I00006910,O00003124,P001012,U001200,1,1290.2,1290.2
I00006911,O00003124,P000902,U001200,1,42.91,42.91
I00006912,O00003125,P000544,U001075,2,248.05,496.1
I00006913,O00003125,P000148,U001075,1,68.12,68.12
I00006914,O00003125,P001307,U001075,2,373.9,747.8
I00006915,O00003126,P001093,U002953,1,21.91,21.91
I00006916,O00003127,P001995,U004283,3,51.75,155.25
I00006917,O00003128,P001923,U002871,1,38.31,38.31
I00006918,O00003128,P001167,U002871,3,294.72,884.16
I00006919,O00003129,P000947,U003105,1,18.37,18.37
I00006920,O00003130,P000184,U002403,1,21.38,21.38
I00006921,O00003131,P001298,U004190,1,92.91,92.91
I00006922,O00003132,P001199,U009809,1,5.53,5.53
I00006923,O00003132,P001849,U009809,1,59.13,59.13
I00006924,O00003132,P001645,U009809,1,223.28,223.28
I00006925,O00003133,P001694,U006380,1,34.17,34.17
I00006926,O00003134,P000411,U009391,1,50.96,50.96
I00006927,O00003135,P001900,U001688,1,1351.78,1351.78
I00006928,O00003135,P000916,U001688,1,81.74,81.74
I00006929,O00003135,P000820,U001688,1,974.16,974.16
I00006930,O00003135,P001529,U001688,1,42.34,42.34
I00006931,O00003135,P001701,U001688,1,513.32,513.32
I00006932,O00003135,P001754,U001688,2,1.78,3.56
I00006933,O00003136,P000693,U003098,1,1.11,1.11
I00006934,O00003136,P000679,U003098,1,496.78,496.78
I00006935,O00003136,P001245,U003098,1,71.41,71.41
I00006936,O00003137,P001956,U002419,1,300.07,300.07
I00006937,O00003137,P001311,U002419,2,46.89,93.78
I00006938,O00003138,P001723,U001635,1,101.97,101.97
I00006939,O00003138,P000737,U001635,1,92.23,92.23
I00006940,O00003139,P001269,U003098,2,40.03,80.06
I00006941,O00003139,P000673,U003098,3,224.01,672.03
I00006942,O00003139,P000762,U003098,1,185.46,185.46
I00006943,O00003139,P000231,U003098,1,178.96,178.96
I00006944,O00003140,P001645,U005597,2,223.28,446.56
I00006945,O00003140,P001861,U005597,2,47.06,94.12
I00006946,O00003141,P001390,U002995,1,293.83,293.83
I00006947,O00003141,P000207,U002995,1,227.28,227.28
I00006948,O00003142,P000603,U000463,1,360.29,360.29
I00006949,O00003143,P001218,U004361,1,2.48,2.48
I00006950,O00003143,P000016,U004361,2,9.53,19.06
I00006951,O00003143,P000782,U004361,1,35.82,35.82
I00006952,O00003144,P001585,U005446,2,45.55,91.1
I00006953,O00003144,P001677,U005446,1,300.67,300.67
I00006954,O00003145,P001724,U000292,1,846.61,846.61
I00006955,O00003145,P001552,U000292,1,27.47,27.47
I00006956,O00003146,P000888,U001937,2,29.52,59.04
I00006957,O00003146,P001084,U001937,1,111.61,111.61
I00006958,O00003147,P001482,U006772,1,37.9,37.9
I00006959,O00003147,P001384,U006772,1,15.03,15.03
I00006960,O00003148,P001002,U005311,1,209.1,209.1
I00006961,O00003149,P001821,U002092,1,852.12,852.12
I00006962,O00003149,P000663,U002092,1,89.02,89.02
I00006963,O00003150,P000207,U007698,1,227.28,227.28
I00006964,O00003150,P001638,U007698,3,363.25,1089.75
I00006965,O00003150,P001219,U007698,1,28.04,28.04
I00006966,O00003151,P000070,U009800,1,802.45,802.45
I00006967,O00003151,P001752,U009800,1,412.8,412.8
I00006968,O00003151,P001515,U009800,1,40.8,40.8
I00006969,O00003152,P000664,U006068,2,675.42,1350.84
I00006970,O00003153,P001543,U006201,2,147.11,294.22
I00006971,O00003154,P000375,U000902,2,21.73,43.46
I00006972,O00003154,P000763,U000902,1,19.51,19.51
I00006973,O00003155,P001970,U007836,3,136.74,410.22
I00006974,O00003156,P000527,U001131,1,554.93,554.93
I00006975,O00003156,P000006,U001131,1,18.61,18.61
I00006976,O00003156,P000063,U001131,1,18.77,18.77
I00006977,O00003156,P000602,U001131,2,52.18,104.36
I00006978,O00003156,P001288,U001131,1,40.6,40.6
I00006979,O00003157,P000346,U008885,3,51.61,154.83
I00006980,O00003157,P001363,U008885,1,13.6,13.6
I00006981,O00003157,P000102,U008885,3,6.16,18.48
I00006982,O00003158,P000331,U003888,1,112.6,112.6
I00006983,O00003158,P000319,U003888,1,40.58,40.58
I00006984,O00003159,P001231,U004106,1,168.03,168.03
I00006985,O00003160,P000813,U002750,2,205.74,411.48
I00006986,O00003161,P000516,U000339,1,253.68,253.68
I00006987,O00003162,P001335,U004734,1,386.33,386.33
I00006988,O00003163,P000006,U003920,2,18.61,37.22
I00006989,O00003163,P001098,U003920,2,15.26,30.52
I00006990,O00003163,P000654,U003920,3,20.06,60.18
I00006991,O00003164,P001595,U005181,1,214.62,214.62
I00006992,O00003164,P000784,U005181,1,49.7,49.7
I00006993,O00003165,P000498,U003889,2,112.79,225.58
