order_id,user_id,order_date,order_status,total_amount
O00004148,U001935,2025-05-04T18:57:33.378929,processing,442.86
O00004149,U007640,2024-11-13T18:40:15.463103,completed,261.37
O00004150,U008941,2024-08-26T03:47:50.393413,returned,19.76
O00004151,U005863,2025-06-04T02:56:59.970034,processing,410.08
O00004152,U000689,2024-07-06T23:59:19.174420,returned,38.42
O00004153,U009841,2025-10-31T18:05:24.417145,shipped,194.49
O00004154,U005468,2025-04-29T22:19:04.072883,shipped,432.18
O00004155,U007299,2024-02-03T07:36:20.180946,processing,181.64
O00004156,U008964,2025-03-19T00:38:47.520678,cancelled,285.31
O00004157,U006628,2024-04-01T22:41:07.106462,cancelled,69.29
O00004158,U008465,2024-08-19T08:51:52.606102,cancelled,81.52
O00004159,U002442,2024-05-31T12:34:53.571306,processing,657.09
O00004160,U002411,2024-09-26T04:43:37.542195,returned,1644.39
O00004161,U005800,2024-09-06T20:40:52.023335,processing,1362.13
O00004162,U000811,2025-08-14T23:25:10.245747,cancelled,371.05
O00004163,U001868,2025-08-24T20:00:16.404714,shipped,507.8
O00004164,U000394,2025-02-22T03:52:57.371363,completed,1100.02
O00004165,U003576,2024-10-21T21:41:03.754227,completed,59.91
O00004166,U003375,2024-10-02T07:24:29.990941,processing,2681.52
O00004167,U003231,2024-02-10T15:24:29.068013,returned,548.83
O00004168,U004452,2024-06-12T13:33:38.175805,completed,258.9
O00004169,U008474,2024-09-16T21:09:23.167592,cancelled,177.35
O00004170,U005782,2025-08-08T20:29:29.404164,shipped,1132.53
O00004171,U007964,2025-06-27T21:48:49.983923,completed,61.57
O00004172,U008991,2024-11-22T02:53:18.313933,shipped,335.58
O00004173,U005644,2025-05-28T22:23:47.519003,shipped,365.13
O00004174,U008267,2024-09-19T16:23:59.210738,completed,235.11
O00004175,U003481,2024-01-19T12:15:24.617061,processing,1010.89
O00004176,U006891,2025-04-22T04:42:04.326855,returned,522.96
O00004177,U003755,2024-04-30T23:18:57.303183,cancelled,338.57
O00004178,U008239,2024-03-21T08:12:00.522098,shipped,307.85
O00004179,U001909,2025-04-27T05:46:13.654433,completed,114.32
O00004180,U002418,2024-05-25T08:33:51.049180,processing,71.65
O00004181,U008058,2025-05-10T10:54:28.169613,shipped,837.86
O00004182,U005907,2024-04-12T15:59:51.695185,processing,455.39
O00004183,U002851,2024-11-07T16:45:28.632623,completed,5790.47
O00004184,U003889,2025-04-18T20:56:03.242261,shipped,165.72
O00004185,U006202,2025-04-12T22:01:59.407670,cancelled,644.73
O00004186,U000464,2025-03-20T19:11:46.302660,completed,164.52
O00004187,U006050,2025-01-10T21:57:12.427001,cancelled,1345.37
O00004188,U003874,2024-10-08T18:27:37.383264,completed,250.79
O00004189,U009886,2024-07-17T07:10:52.038223,cancelled,113.22
O00004190,U008507,2025-10-24T15:17:09.520456,cancelled,4075.8
O00004191,U005176,2025-03-01T17:42:45.167433,processing,274.66
O00004192,U009379,2024-10-02T10:08:53.589391,processing,142.38
O00004193,U003295,2025-10-22T01:32:07.308047,completed,686.89
O00004194,U007596,2024-06-22T17:22:15.198128,completed,626.53
O00004195,U004975,2024-03-09T22:03:59.121933,cancelled,32.46
O00004196,U008712,2024-02-19T17:04:26.076357,completed,313.89
O00004197,U007918,2025-06-23T10:38:45.491085,processing,763.59
O00004198,U008382,2025-01-06T14:16:19.806049,processing,116.13
O00004199,U005087,2024-05-20T04:39:03.688556,shipped,1047.18
O00004200,U000925,2025-05-10T10:19:22.207425,shipped,574.35
O00004201,U006660,2025-09-13T10:37:23.026692,shipped,554.93
O00004202,U001189,2025-03-21T02:09:59.376821,shipped,112.83
O00004203,U004698,2025-09-03T00:31:25.680011,cancelled,249.18
O00004204,U005807,2024-05-18T19:41:18.162878,shipped,1098.23
O00004205,U007936,2025-10-18T10:32:32.341410,cancelled,151.04
O00004206,U005602,2024-08-04T12:29:27.759769,completed,69.68
O00004207,U000101,2025-03-08T07:28:31.942200,cancelled,307.82
O00004208,U004975,2025-09-03T22:12:24.959923,shipped,165.03
O00004209,U003735,2024-05-10T10:42:17.693009,cancelled,251.31
O00004210,U009179,2024-07-24T01:07:25.417344,returned,1346.29
O00004211,U007254,2025-06-17T12:29:13.397585,returned,379.11
O00004212,U003397,2024-09-19T16:26:14.322279,processing,243.43
O00004213,U000658,2025-06-15T07:44:39.883036,cancelled,599.32
O00004214,U007856,2025-07-10T21:06:27.315451,shipped,53.18
O00004215,U009149,2025-09-15T17:08:53.563213,returned,21.52
O00004216,U002139,2025-10-12T16:45:14.341568,shipped,1585.35
O00004217,U008066,2025-06-13T07:39:10.705075,shipped,235.08
O00004218,U001558,2024-09-16T12:53:51.540970,completed,242.73
O00004219,U004308,2024-05-02T21:20:07.127897,shipped,99.68
O00004220,U006099,2024-02-12T01:01:29.886642,completed,616.98
O00004221,U003630,2025-03-17T08:19:19.564410,processing,229.36
O00004222,U003694,2025-09-05T11:26:37.070658,completed,60.58
O00004223,U001685,2024-02-03T12:10:16.369437,returned,62.47
O00004224,U002465,2024-07-11T08:38:24.515497,shipped,773.97
O00004225,U008076,2025-10-02T21:02:20.063012,returned,801.98
O00004226,U003538,2025-08-14T16:51:25.997721,shipped,270.85
O00004227,U007119,2025-05-31T00:55:29.187427,returned,1094.53
O00004228,U001160,2024-11-05T04:44:07.437038,cancelled,135.64
O00004229,U008142,2024-02-17T23:57:26.220883,processing,1312.74
O00004230,U000752,2024-04-09T23:13:17.743392,shipped,50.81
O00004231,U006686,2024-01-23T13:27:12.601215,shipped,255.95
O00004232,U005567,2025-08-07T20:26:28.910264,shipped,2912.05
O00004233,U001757,2024-06-10T15:42:14.494801,completed,63.5
O00004234,U000934,2024-06-30T16:55:59.865378,returned,1278.82
O00004235,U004453,2024-11-10T03:27:23.124642,returned,23.76
O00004236,U006707,2025-01-22T07:17:33.297602,shipped,118.5
O00004237,U009717,2024-07-30T12:42:08.670931,shipped,75.63
O00004238,U003387,2025-01-30T23:56:32.983569,cancelled,145.72
O00004239,U008868,2024-04-08T04:30:40.876866,processing,1414.53
O00004240,U003901,2025-05-18T16:56:34.354625,cancelled,711.02
O00004241,U001565,2024-11-26T18:02:42.438567,completed,16.13
O00004242,U000411,2025-03-23T20:33:32.720593,shipped,113.14
O00004243,U005554,2025-07-26T17:01:52.011877,returned,886.26
O00004244,U006543,2024-05-28T16:19:42.340720,processing,44.55
O00004245,U000183,2025-08-23T03:58:49.436924,completed,2493.47
O00004246,U004009,2025-03-13T22:16:17.015946,processing,822.11
O00004247,U006203,2024-05-01T19:16:21.305938,returned,199.79
O00004248,U004762,2025-04-06T04:58:31.333763,returned,46.5
O00004249,U009005,2025-06-25T03:29:07.699416,shipped,84.38
O00004250,U008697,2024-07-14T23:44:41.769033,processing,905.95
O00004251,U008872,2025-10-16T19:40:39.776586,processing,151.42
O00004252,U008408,2025-03-03T10:21:04.159327,shipped,444.99
O00004253,U009954,2024-06-08T21:38:44.658619,cancelled,295.27
O00004254,U000827,2025-07-03T22:39:08.700320,completed,1062.32
O00004255,U002236,2024-08-09T19:00:43.257201,returned,1708.25
O00004256,U005308,2025-06-29T05:14:39.433399,processing,403.08
O00004257,U007915,2024-04-21T20:15:34.907760,processing,181.3
O00004258,U009517,2025-06-09T20:01:14.328646,shipped,28.88
O00004259,U004765,2025-04-07T09:44:49.712735,processing,142.38
O00004260,U002279,2025-09-17T21:11:49.963471,completed,1081.57
O00004261,U003811,2024-10-05T18:04:08.912235,completed,110.47
O00004262,U001391,2024-09-10T22:44:09.299717,cancelled,134.63
O00004263,U009195,2025-09-25T20:51:49.630062,returned,1527.3
O00004264,U000329,2024-11-16T18:40:38.102590,cancelled,41.49
O00004265,U004104,2024-07-13T16:04:40.168369,completed,70.49
O00004266,U002249,2024-03-03T09:24:59.161154,cancelled,411.5
O00004267,U007878,2025-08-29T21:43:14.269485,processing,17.5
O00004268,U007153,2024-01-30T23:41:21.235234,cancelled,1528.5
O00004269,U002440,2024-07-30T09:58:35.033767,shipped,2793.58
O00004270,U004525,2024-01-04T01:50:34.608084,shipped,2478.77
O00004271,U000768,2024-02-02T20:23:10.315249,cancelled,184.48
O00004272,U008420,2025-07-21T23:08:53.606172,returned,1669.88
O00004273,U008295,2024-08-08T10:50:45.632876,returned,136.55
O00004274,U001097,2025-10-27T06:54:19.356756,shipped,468.61
O00004275,U001790,2025-02-15T22:08:12.245713,processing,179.72
O00004276,U003361,2025-09-09T11:33:52.013696,completed,204.78
O00004277,U003177,2025-09-04T11:04:11.709132,completed,165.03
O00004278,U004575,2024-08-01T01:25:23.317324,processing,1038.66
O00004279,U004741,2024-01-08T06:15:58.993020,returned,169.05
O00004280,U003213,2024-11-17T20:20:26.611317,processing,126.29
O00004281,U000479,2025-05-15T00:10:29.342101,completed,798.6
O00004282,U008118,2024-06-25T03:33:20.832396,returned,118.62
O00004283,U008775,2024-06-03T22:00:36.647329,completed,364.22
O00004284,U009107,2024-04-02T08:46:52.243847,completed,163.62
O00004285,U006966,2025-10-28T04:13:44.514549,returned,224.84
O00004286,U003987,2024-03-24T14:23:51.479791,shipped,175.47
O00004287,U002620,2024-01-07T09:13:31.057605,completed,1013.88
O00004288,U001746,2024-01-11T22:54:07.981811,returned,225.87
O00004289,U007745,2025-09-02T12:39:05.719591,processing,56.04
O00004290,U006439,2025-03-15T15:52:11.605561,shipped,502.1
O00004291,U005470,2024-04-15T15:25:01.357277,completed,362.98
O00004292,U000097,2024-05-11T18:01:29.617694,completed,2258.19
O00004293,U007940,2024-02-14T13:02:31.799431,completed,420.63
O00004294,U006388,2024-06-05T17:33:40.527723,completed,11.31
O00004295,U003649,2024-06-17T22:19:19.585717,processing,2352.0
O00004296,U005877,2024-01-10T16:25:38.469616,completed,84.8
O00004297,U003209,2025-05-21T10:21:44.146456,completed,2042.63
O00004298,U001132,2024-04-23T17:52:19.504622,shipped,45.42
O00004299,U009768,2024-07-29T19:30:53.681939,cancelled,1603.75
O00004300,U005376,2024-02-18T10:59:12.889227,processing,27.46
O00004301,U007378,2025-01-26T23:47:05.349377,processing,393.45
O00004302,U006532,2024-11-05T18:16:16.721698,returned,1098.37
O00004303,U004183,2024-12-05T05:53:05.508653,returned,896.36
O00004304,U002322,2024-05-07T03:26:39.859972,shipped,135.04
O00004305,U003123,2024-05-18T17:08:20.815675,shipped,88.17
O00004306,U005084,2025-03-21T02:51:46.147891,cancelled,138.89
O00004307,U001189,2025-05-03T15:41:54.386027,returned,3.61
O00004308,U001565,2025-02-24T16:10:41.402145,shipped,131.45
O00004309,U002682,2024-03-30T22:03:55.308661,returned,2065.13
O00004310,U007554,2025-06-25T18:51:04.941923,cancelled,304.33
O00004311,U006038,2024-05-17T12:16:52.912129,shipped,949.21
O00004312,U004761,2025-09-26T21:35:08.884175,processing,295.31
O00004313,U000488,2025-01-10T15:14:49.841040,cancelled,220.52
O00004314,U008057,2024-09-26T00:14:00.373377,processing,542.6
O00004315,U003633,2024-03-07T16:42:39.932053,completed,476.93
O00004316,U000606,2025-02-06T16:28:12.714150,processing,649.3
O00004317,U006568,2024-04-24T13:12:41.784197,processing,407.77
O00004318,U004306,2024-01-11T20:10:58.126118,returned,559.97
O00004319,U006864,2024-05-11T20:24:56.942972,completed,105.72
O00004320,U007541,2024-09-03T16:05:17.428588,cancelled,978.11
O00004321,U008877,2025-10-09T04:49:06.495893,completed,465.02
O00004322,U003266,2024-03-19T05:28:29.376414,processing,360.9
O00004323,U007982,2025-11-01T15:44:10.704799,processing,386.44
O00004324,U009229,2025-09-17T16:46:09.173037,returned,297.47
O00004325,U006791,2024-09-01T02:50:51.104972,processing,138.89
O00004326,U000371,2024-12-23T00:29:20.979792,shipped,69.92
O00004327,U002381,2024-02-26T18:57:19.384646,shipped,75.19
O00004328,U003239,2025-03-29T01:19:25.817223,completed,55.52
O00004329,U008499,2024-02-14T20:55:05.454381,processing,892.45
O00004330,U009290,2024-10-21T12:42:43.199674,cancelled,44.83
O00004331,U006177,2025-09-11T16:28:33.656702,cancelled,31.28
O00004332,U005307,2024-04-10T15:20:02.526743,completed,118.66
O00004333,U004358,2024-03-18T14:57:51.741223,cancelled,280.64
O00004334,U008824,2024-03-16T20:28:55.583471,completed,494.66
O00004335,U005420,2024-02-28T23:22:00.291130,returned,950.52
O00004336,U001048,2024-05-30T14:40:28.063351,returned,300.24
O00004337,U005897,2025-08-17T11:58:59.306746,cancelled,154.82
O00004338,U006129,2025-04-27T14:51:33.171215,processing,96.33
O00004339,U001493,2024-05-18T00:13:51.932883,returned,109.92
O00004340,U006516,2024-02-24T14:51:30.796214,cancelled,1309.52
O00004341,U002719,2024-12-09T21:54:50.508963,returned,111.09
O00004342,U009261,2024-12-23T00:21:51.748948,completed,540.84
O00004343,U000399,2024-03-22T22:50:03.962363,completed,3838.12
O00004344,U008469,2024-03-23T19:21:01.240686,completed,1766.12
O00004345,U004894,2024-05-17T20:53:30.739452,processing,39.02
O00004346,U006618,2024-11-14T02:01:13.532827,completed,1228.8
O00004347,U008538,2024-09-07T22:13:43.594757,cancelled,175.3
O00004348,U004178,2025-04-05T04:12:10.110693,returned,12.4
O00004349,U004359,2024-04-02T10:30:01.600782,processing,63.33
O00004350,U009799,2024-11-22T09:17:30.628626,returned,68.37
O00004351,U005496,2025-03-03T23:12:19.269750,completed,90.57
O00004352,U008115,2024-03-19T00:26:21.601239,processing,179.06
O00004353,U007298,2025-06-13T20:10:39.966235,returned,678.86
O00004354,U007379,2024-05-24T11:30:12.860984,cancelled,47.18
O00004355,U009294,2024-01-19T17:07:00.961114,processing,168.15
O00004356,U001479,2024-12-17T15:51:41.795712,returned,1802.32
O00004357,U004306,2025-04-26T22:45:16.766336,completed,832.06
O00004358,U006081,2025-10-29T00:55:48.183708,cancelled,115.92
O00004359,U001981,2025-01-29T22:41:58.082113,returned,168.09
O00004360,U003147,2024-07-28T00:38:15.278870,processing,144.53
O00004361,U005229,2024-10-24T18:36:47.835503,shipped,124.94
O00004362,U005771,2024-09-10T17:15:02.429162,processing,617.58
O00004363,U005577,2024-08-11T04:39:05.601807,processing,112.28
O00004364,U003210,2024-04-01T11:07:16.895790,processing,1944.66
O00004365,U002490,2024-01-22T15:59:18.170402,completed,339.06
O00004366,U007368,2024-12-18T23:09:58.417531,cancelled,323.61
O00004367,U007263,2025-11-01T15:12:06.499214,cancelled,683.34
O00004368,U007326,2024-05-27T10:27:11.934346,cancelled,462.48
O00004369,U006128,2025-10-23T06:01:10.613753,processing,5.54
O00004370,U005686,2024-07-02T01:04:18.025054,processing,1178.4
O00004371,U007001,2025-01-21T12:33:49.012778,shipped,60.55
O00004372,U004315,2024-07-05T09:27:16.772833,shipped,270.15
O00004373,U004313,2024-06-09T15:55:15.126920,shipped,981.33
O00004374,U004502,2024-07-26T16:01:35.830556,shipped,17.35
O00004375,U003890,2024-11-10T19:11:22.630750,shipped,15.21
O00004376,U001544,2025-07-22T05:43:35.987148,completed,376.18
O00004377,U003549,2024-12-12T07:38:26.586982,shipped,194.53
O00004378,U000391,2025-08-08T12:48:38.111321,cancelled,74.8
O00004379,U007427,2024-01-10T20:40:27.299228,processing,1382.32
O00004380,U008670,2025-07-29T08:59:29.087995,processing,120.33
O00004381,U006445,2024-02-17T22:04:34.318272,returned,40.38
O00004382,U008954,2025-10-16T19:38:44.748217,completed,660.72
O00004383,U007097,2025-05-09T03:02:48.083613,cancelled,1352.63
O00004384,U007594,2025-09-07T08:25:43.455083,returned,97.69
O00004385,U000372,2024-05-05T14:36:26.175291,completed,598.07
O00004386,U005727,2024-01-16T03:11:14.346809,cancelled,38.14
O00004387,U007045,2025-10-13T14:13:29.167591,processing,73.01
O00004388,U003658,2024-03-10T23:49:20.603940,processing,462.62
O00004389,U006159,2025-07-26T04:14:20.955397,shipped,114.57
O00004390,U004044,2024-02-22T03:57:16.518634,processing,114.51
O00004391,U001631,2025-09-15T20:12:03.777178,cancelled,169.18
O00004392,U006210,2025-09-16T19:50:34.125618,processing,398.86
O00004393,U002155,2024-04-12T07:55:59.642179,shipped,193.89
O00004394,U005375,2024-05-21T11:12:57.163485,returned,108.39
O00004395,U009483,2024-12-31T01:59:32.319968,returned,1294.05
O00004396,U008261,2025-03-26T00:17:53.566205,cancelled,844.44
O00004397,U007521,2025-10-14T18:09:06.477591,completed,199.79
O00004398,U006538,2025-08-14T04:32:19.022434,processing,1586.77
O00004399,U003339,2024-04-16T04:08:29.092926,completed,1663.45
O00004400,U009030,2024-02-08T20:32:23.457966,processing,328.8
O00004401,U006601,2024-02-17T14:22:20.439762,cancelled,1883.89
O00004402,U007115,2025-05-07T19:41:39.514920,shipped,856.77
O00004403,U000819,2024-02-06T11:04:46.914471,cancelled,192.42
O00004404,U005269,2024-01-16T15:24:40.203636,cancelled,495.22
O00004405,U002267,2025-10-22T09:20:47.605047,processing,127.96
O00004406,U006871,2025-06-11T00:11:04.046775,cancelled,394.69
O00004407,U009165,2024-08-09T05:09:43.044794,processing,660.71
O00004408,U006421,2025-09-18T16:04:52.462988,shipped,849.24
O00004409,U006660,2024-12-04T02:11:48.336335,completed,355.72
O00004410,U005284,2025-06-27T16:07:19.802299,cancelled,1092.25
O00004411,U007747,2024-06-09T19:43:10.456918,shipped,44.14
O00004412,U007571,2024-07-28T13:07:07.584440,shipped,814.91
O00004413,U000638,2025-09-06T20:46:03.761497,cancelled,785.92
O00004414,U004306,2024-09-17T01:03:54.878286,processing,63.96
O00004415,U005657,2024-10-23T19:32:57.060490,cancelled,89.97
O00004416,U005565,2024-12-22T21:14:01.791275,completed,295.08
O00004417,U002701,2024-03-17T13:29:50.547951,shipped,399.98
O00004418,U000016,2024-12-16T04:46:56.846948,completed,954.86
O00004419,U001051,2025-02-03T10:57:49.884322,returned,99.88
O00004420,U001705,2025-05-24T13:34:12.752319,returned,135.87
O00004421,U007044,2024-07-06T02:39:07.382230,processing,61.32
O00004422,U007941,2024-03-11T14:03:17.910469,completed,514.26
O00004423,U009752,2024-11-18T10:37:50.295683,processing,601.97
O00004424,U006269,2025-03-27T14:45:57.939606,returned,2954.49
O00004425,U005376,2024-04-18T23:26:31.128542,completed,2448.69
O00004426,U003639,2025-01-12T23:16:11.521919,cancelled,815.47
O00004427,U008049,2025-11-02T14:28:52.376366,cancelled,163.19
O00004428,U001668,2025-05-29T23:39:11.094285,completed,1049.55
O00004429,U007717,2024-05-15T18:42:01.470693,completed,186.51
O00004430,U005938,2025-02-15T08:22:12.457708,shipped,375.91
O00004431,U003135,2024-01-26T20:21:53.678354,processing,189.63
O00004432,U003124,2024-10-03T10:44:37.541581,shipped,264.87
O00004433,U006894,2024-09-30T12:42:18.786892,completed,61.9
O00004434,U008662,2025-02-10T09:59:47.707759,returned,188.97
O00004435,U008251,2025-10-21T10:57:10.852386,shipped,26.39
O00004436,U002140,2024-08-16T08:04:37.266408,shipped,174.24
O00004437,U004572,2024-06-16T01:45:00.296931,shipped,58.95
O00004438,U005320,2025-06-02T23:00:24.370204,shipped,78.36
O00004439,U005535,2025-11-14T11:20:45.781938,shipped,194.05
O00004440,U001454,2024-11-05T07:39:31.937583,completed,1208.41
O00004441,U009406,2025-03-20T07:38:40.838398,processing,364.06
O00004442,U002268,2024-08-25T10:45:14.846374,cancelled,1327.53
O00004443,U004900,2024-05-10T07:28:29.962402,processing,1880.78
O00004444,U002828,2024-09-05T04:06:39.281951,processing,402.41
O00004445,U002934,2024-09-21T18:09:17.696413,processing,299.8
O00004446,U000704,2024-04-06T11:08:09.057493,cancelled,659.26
O00004447,U005288,2024-02-21T12:14:22.317799,completed,108.44
O00004448,U000040,2025-04-16T22:21:42.223798,cancelled,1098.99
O00004449,U000219,2025-08-10T02:34:34.551843,completed,458.25
O00004450,U002249,2025-08-24T02:24:38.266325,cancelled,112.6
O00004451,U003225,2024-11-25T21:36:55.649776,processing,213.98
O00004452,U008185,2024-11-23T19:09:30.529339,shipped,1813.76
O00004453,U000582,2024-10-20T08:44:24.063589,returned,525.32
O00004454,U009060,2025-04-06T22:30:17.201199,shipped,455.87
O00004455,U004031,2025-08-02T13:40:03.958361,returned,143.46
O00004456,U000564,2025-09-03T00:21:51.604258,completed,757.85
O00004457,U005357,2025-11-13T17:40:26.281563,returned,1406.66
O00004458,U006319,2025-05-09T12:48:27.410898,processing,785.34
O00004459,U008673,2024-06-14T11:08:11.441355,processing,494.03
O00004460,U008249,2025-09-09T01:00:31.816216,cancelled,176.75
O00004461,U004779,2025-06-14T01:52:13.334794,cancelled,43.24
O00004462,U003946,2025-07-24T17:40:46.415756,completed,833.09
O00004463,U005829,2025-01-05T20:32:11.460607,cancelled,1052.6
O00004464,U007625,2024-11-27T09:19:36.108725,shipped,851.29
O00004465,U008454,2024-03-22T20:58:09.811302,completed,704.13
O00004466,U006096,2024-08-16T09:25:49.709438,shipped,1526.37
O00004467,U001214,2025-11-02T00:17:43.407027,shipped,754.97
O00004468,U001605,2025-01-04T18:47:16.231573,shipped,444.67
O00004469,U000309,2024-02-03T11:32:52.355623,processing,977.7
O00004470,U005413,2024-03-28T14:04:52.294402,shipped,243.58
O00004471,U006911,2025-04-28T20:36:39.737909,completed,1285.51
O00004472,U000180,2024-03-08T15:06:45.212474,processing,1095.98
O00004473,U001264,2025-10-18T15:33:01.769183,cancelled,511.82
O00004474,U008344,2024-08-27T16:03:09.756989,returned,489.35
O00004475,U003946,2025-09-14T18:34:10.038002,processing,26.1
O00004476,U009706,2024-03-01T17:00:37.391572,shipped,386.12
O00004477,U000801,2025-04-21T23:18:09.236914,cancelled,247.02
O00004478,U000043,2025-10-20T07:18:54.931767,shipped,54.55
O00004479,U003796,2025-09-29T16:02:23.831985,returned,807.77
O00004480,U004320,2025-06-06T05:19:20.361093,returned,279.09
O00004481,U006763,2024-12-14T21:17:53.823634,shipped,1111.27
O00004482,U008024,2024-08-02T07:10:54.656052,completed,968.19
O00004483,U007994,2024-03-17T02:55:22.563487,cancelled,4.19
O00004484,U003641,2025-03-05T02:57:56.888631,shipped,255.24
O00004485,U004214,2024-05-11T02:30:35.738640,returned,4284.49
O00004486,U001916,2024-12-15T05:23:16.219296,processing,3197.72
O00004487,U007095,2025-03-25T09:56:32.816891,shipped,135.96
O00004488,U004657,2024-07-29T02:06:21.607192,shipped,71.13
O00004489,U001071,2025-05-05T14:42:20.716636,returned,84.79
O00004490,U008011,2025-04-01T15:51:30.800303,returned,66.54
O00004491,U000642,2025-05-10T19:43:28.184309,completed,71.86
O00004492,U004392,2024-10-04T08:34:00.442630,returned,450.73
O00004493,U001569,2024-06-15T17:14:01.897098,returned,215.1
O00004494,U004990,2025-10-10T11:22:56.360415,cancelled,39.6
O00004495,U000482,2025-04-26T16:56:45.182345,shipped,690.22
O00004496,U003543,2024-10-30T01:19:00.559210,returned,841.76
O00004497,U004751,2024-03-14T09:34:16.553046,cancelled,86.31
O00004498,U006863,2024-02-20T06:23:37.679727,returned,4208.04
O00004499,U002923,2025-06-10T05:09:32.689671,shipped,255.94
O00004500,U003358,2024-10-29T06:25:31.163344,returned,266.4
O00004501,U005084,2025-02-19T09:31:03.511248,returned,555.93
O00004502,U008989,2025-10-10T14:52:15.221875,processing,380.93
O00004503,U007609,2025-08-22T20:43:39.762124,processing,395.06
O00004504,U004111,2024-01-04T23:39:11.285501,cancelled,251.16
O00004505,U002679,2025-09-27T01:53:23.354445,returned,156.04
O00004506,U002096,2025-07-15T16:42:19.718845,cancelled,176.95
O00004507,U000291,2024-12-09T01:30:32.431037,shipped,3103.96
O00004508,U002465,2024-04-21T21:19:24.910780,processing,390.99
O00004509,U004062,2024-06-21T02:07:15.165330,processing,2256.65
O00004510,U001018,2025-02-14T23:42:36.946560,completed,335.61
O00004511,U007436,2024-06-27T03:42:57.049057,completed,546.48
O00004512,U004013,2025-01-30T22:58:39.013577,processing,2567.94
O00004513,U004535,2025-04-30T05:07:04.508685,returned,61.35
O00004514,U005389,2024-05-27T02:10:42.123244,completed,1849.04
O00004515,U006830,2025-03-25T02:28:21.371669,completed,731.27
O00004516,U007906,2025-10-03T17:18:51.648544,completed,86.48
O00004517,U001092,2025-06-20T13:13:20.644190,returned,1888.23
O00004518,U000985,2024-02-27T07:45:20.625381,shipped,253.78
O00004519,U006197,2024-04-13T06:31:16.072360,shipped,742.01
O00004520,U005096,2024-06-11T20:57:49.232255,cancelled,548.99
O00004521,U004105,2024-11-19T09:59:49.438079,cancelled,926.34
O00004522,U006104,2024-07-23T01:49:42.511204,processing,1043.62
O00004523,U003439,2025-02-13T21:54:01.974116,returned,2436.47
O00004524,U008381,2024-03-01T10:32:37.017225,completed,563.27
O00004525,U003439,2025-02-23T05:55:19.246839,returned,285.6
O00004526,U008268,2024-04-07T06:46:49.798763,shipped,214.28
O00004527,U005516,2024-11-09T15:40:13.707848,shipped,613.69
O00004528,U006233,2024-12-09T19:37:25.136050,returned,6267.05
O00004529,U005682,2025-02-04T09:45:08.614969,shipped,18.65
O00004530,U002713,2024-02-20T17:06:14.021855,shipped,254.83
O00004531,U001751,2024-10-02T10:13:00.536407,completed,200.53
O00004532,U006942,2025-09-15T23:31:17.749706,returned,956.33
O00004533,U000003,2025-10-21T08:48:45.661172,completed,108.44
O00004534,U009326,2024-04-26T03:38:01.183819,shipped,498.91
O00004535,U006349,2025-08-26T01:31:02.371075,processing,161.45
O00004536,U007767,2025-04-28T18:36:37.254009,completed,1915.91
O00004537,U005685,2025-03-31T18:59:24.877617,processing,289.85
O00004538,U004162,2025-09-27T05:08:02.189307,processing,21.2
O00004539,U008706,2025-09-08T04:23:04.571443,cancelled,78.22
O00004540,U006895,2025-11-14T12:24:30.852643,processing,198.41
O00004541,U002044,2024-01-30T18:50:29.940100,cancelled,84.96
O00004542,U000784,2025-01-16T06:54:54.830514,completed,802.46
O00004543,U004145,2024-03-10T01:40:55.176781,processing,1947.38
O00004544,U002890,2024-02-26T23:44:53.817612,cancelled,472.13
O00004545,U007841,2025-08-16T06:29:19.648622,returned,236.04
O00004546,U001692,2025-11-01T16:09:55.645920,shipped,909.74
O00004547,U000039,2025-11-06T11:34:21.897809,returned,133.71
O00004548,U008282,2025-03-20T05:24:29.276874,completed,55.35
O00004549,U004289,2025-09-16T17:58:19.187415,cancelled,146.59
O00004550,U005987,2025-10-30T07:34:44.011143,shipped,30.01
O00004551,U008884,2025-10-04T05:02:23.054814,returned,12.97
O00004552,U008124,2024-10-02T01:17:27.324523,processing,584.06
O00004553,U000098,2024-03-22T18:36:21.600481,shipped,165.36
O00004554,U000490,2025-06-01T11:31:17.375887,completed,171.28
O00004555,U005025,2025-01-27T22:12:17.655633,cancelled,1274.74
O00004556,U002324,2024-02-20T23:06:13.890629,returned,379.66
O00004557,U009685,2024-01-27T11:06:02.335616,returned,77.21
O00004558,U004310,2024-02-03T11:03:09.448169,shipped,179.52
O00004559,U001101,2024-08-06T16:00:52.484575,cancelled,1511.46
O00004560,U002634,2024-09-17T23:53:01.324740,cancelled,271.5
O00004561,U005231,2025-06-24T23:13:33.326945,cancelled,68.77
O00004562,U002985,2024-08-17T19:19:38.904830,processing,318.23
O00004563,U003195,2025-03-13T10:57:22.299850,processing,111.6
O00004564,U003586,2025-05-30T03:40:49.293697,cancelled,19.55
O00004565,U007254,2025-03-16T19:30:45.981501,cancelled,1061.4
O00004566,U001160,2024-11-06T14:37:43.856181,returned,1423.47
O00004567,U001096,2025-05-07T04:57:06.174066,processing,147.44
O00004568,U006627,2024-03-17T10:31:54.091502,returned,2050.6
O00004569,U009529,2024-04-02T20:13:09.931011,cancelled,124.59
O00004570,U001861,2025-05-18T22:20:26.269515,returned,99.41
O00004571,U007626,2025-03-15T04:50:47.578412,returned,852.12
O00004572,U002479,2024-10-18T07:51:53.548344,shipped,107.38
O00004573,U009545,2025-05-05T11:39:18.321399,completed,1442.77
